Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Weight in Kgs.,Date of Joining,Salary,Last % Hike,Place Name,County,City,State,Region
928723,Mrs.,Angela,M,Compton,F,angela.compton@gmail.com,Terry Compton,Ava Compton,Marsh,1/21/1967,2:59:57 AM,40,12/01/2008,127733,11%,Middletown Springs,Rutland,Middletown Springs,VT,Northeast
449164,Drs.,Lillian,H,Gill,F,lillian.gill@gmail.com,Son Gill,Heather Gill,Cochran,7/28/1970,5:22:42 AM,47,04/09/2000,75411,24%,Claunch,Socorro,Claunch,NM,West
117603,Mr.,Bob,W,Weiss,M,bob.weiss@hotmail.com,Vernon Weiss,Dorothy Weiss,Gill,10/26/1991,5:23:15 AM,61,12/23/2012,88733,2%,North Collins,Erie,North Collins,NY,Northeast
811884,Mr.,Edwin,A,Perez,M,edwin.perez@gmail.com,Alton Perez,Alison Perez,Rose,2/27/1992,3:57:13 AM,84,06/11/2014,109695,9%,Crivitz,Marinette,Crivitz,WI,Midwest
463579,Mr.,Bernardo,W,Langley,M,bernardo.langley@hotmail.com,Tanner Langley,Angel Langley,Briggs,10/21/1972,8:31:52 PM,89,8/30/2007,174027,3%,Atlanta,Fulton,Atlanta,GA,South
915993,Prof.,William,K,Morrison,M,william.morrison@gmail.com,Caleb Morrison,Sondra Morrison,Burgess,3/30/1967,6:48:15 PM,90,10/02/2001,109382,12%,Longdale,Blaine,Longdale,OK,South
836259,Dr.,Vance,A,Osborne,M,vance.osborne@shaw.ca,Brent Osborne,Sharlene Osborne,Cervantes,11/09/1972,11:01:45 PM,70,6/30/2001,148267,29%,Independence,Polk,Independence,OR,West
520719,Prof.,Edmund,E,Salas,M,edmund.salas@aol.com,Carlo Salas,Nicole Salas,Mosley,07/08/1959,5:51:02 AM,60,8/16/1989,126758,24%,Hillsboro,Montgomery,Hillsboro,IL,Midwest
409341,Mrs.,Imogene,O,Sanders,F,imogene.sanders@yahoo.com,Dudley Sanders,Roslyn Sanders,Santana,06/03/1985,3:10:40 PM,50,10/15/2012,55845,26%,Hayesville,Keokuk,Hayesville,IA,Midwest
528576,Mr.,Darin,F,Callahan,M,darin.callahan@gmail.com,Jay Callahan,Ronda Callahan,Livingston,10/27/1992,5:26:28 PM,72,4/14/2014,64901,2%,Avon,Powell,Avon,MT,West
315565,Mrs.,Loretta,M,Sawyer,F,loretta.sawyer@hotmail.com,Terence Sawyer,Vickie Sawyer,Beasley,1/23/1996,5:12:28 PM,47,03/07/2017,78780,14%,Nerinx,Marion,Nerinx,KY,South
242740,Ms.,Olive,L,Livingston,F,olive.livingston@charter.net,Wiley Livingston,Amanda Livingston,Cote,02/09/1981,12:35:36 AM,55,9/16/2002,184008,20%,Alba,Jasper,Alba,MO,Midwest
763459,Mr.,Gino,A,Mcconnell,M,gino.mcconnell@aol.com,Rich Mcconnell,Kimberly Mcconnell,Stone,10/08/1975,9:18:46 AM,73,5/23/2005,57731,29%,Coosawatchie,Jasper,Coosawatchie,SC,South
239010,Mr.,Fred,E,Hayes,M,fred.hayes@yahoo.com,Armando Hayes,Harriet Hayes,Crane,12/17/1979,4:41:18 PM,59,3/30/2001,58345,25%,Pleasant Grove,Pleasant Grove,Pleasant Grove,MS,South
865905,Mr.,Nelson,O,Wilkins,M,nelson.wilkins@earthlink.net,Edwin Wilkins,Bertha Wilkins,Mayo,12/12/1961,3:49:43 AM,67,2/23/2017,141143,16%,Fort Smith,Sebastian,Fort Smith,AR,South
657908,Mrs.,Joyce,K,Hooper,F,joyce.hooper@hotmail.com,Horace Hooper,Priscilla Hooper,Delgado,2/21/1980,5:46:45 PM,45,7/14/2002,68835,30%,Murray,Calloway,Murray,KY,South
652723,Mrs.,Juliana,W,Rowland,F,juliana.rowland@aol.com,Carson Rowland,Lisa Rowland,Fields,04/07/1993,11:00:19 AM,47,12/08/2016,67506,20%,Saint Louis,St. Louis,Saint Louis,MO,Midwest
944699,Mr.,Norris,S,Mack,M,norris.mack@yahoo.co.in,Cliff Mack,Mavis Mack,Bean,9/18/1983,6:54:55 PM,73,10/16/2009,116248,24%,Erving,Franklin,Erving,MA,Northeast
517283,Prof.,Tom,B,Frye,M,tom.frye@gmail.com,Javier Frye,Willa Frye,Mckenzie,04/09/1976,5:31:30 AM,72,3/18/2015,65753,10%,Deridder,Beauregard,Deridder,LA,South
176214,Mrs.,Josephine,G,Pitts,F,josephine.pitts@hotmail.com,Santos Pitts,Rachael Pitts,Clemons,12/29/1972,1:20:28 PM,58,8/30/2008,40040,22%,Reynoldsburg,Franklin,Reynoldsburg,OH,Midwest
680485,Mr.,Les,W,Brady,M,les.brady@gmail.com,Maynard Brady,Berta Brady,Santos,07/06/1990,12:13:56 AM,63,12/23/2016,158773,12%,Tacoma,Tacoma,Tacoma,WA,West
891142,Hon.,Jaime,M,Avery,M,jaime.avery@aol.com,Dannie Avery,Corinne Avery,Morales,03/07/1967,9:25:29 PM,63,10/28/2005,187800,0%,Verona,LaMoure,Verona,ND,Midwest
810984,Mrs.,Marissa,L,Caldwell,F,marissa.caldwell@aol.com,Raymundo Caldwell,Greta Caldwell,Frye,10/03/1979,8:25:19 PM,56,10/25/2000,135046,19%,Atlanta,Fulton,Atlanta,GA,South
896022,Mr.,Lavern,X,Gardner,M,lavern.gardner@aol.com,Josiah Gardner,Lorie Gardner,Valencia,10/19/1971,5:38:14 AM,50,2/27/1998,140328,1%,Richmond,Wayne,Richmond,IN,Midwest
162773,Drs.,Evangeline,K,Mejia,F,evangeline.mejia@gmail.com,Jacob Mejia,Gwendolyn Mejia,Stafford,09/06/1959,8:07:35 AM,42,1/31/2010,93417,28%,Cedar City,Iron,Cedar City,UT,West
408036,Ms.,Brandy,O,Carr,F,brandy.carr@btinternet.com,Silas Carr,Nadia Carr,Coleman,11/21/1976,7:51:24 PM,50,9/21/2008,197345,4%,Watford City,McKenzie,Watford City,ND,Midwest
591248,Mrs.,Molly,O,Manning,F,molly.manning@hotmail.com,Marshall Manning,Elise Manning,Talley,06/11/1962,7:10:13 AM,48,6/30/2004,65981,11%,Russell Springs,Russell Springs,Russell Springs,KS,Midwest
562393,Mr.,Gale,R,Perez,M,gale.perez@rediffmail.com,Bradford Perez,Terri Perez,Osborne,12/02/1964,7:58:56 PM,60,04/10/1994,188811,23%,Killdeer,Dunn,Killdeer,ND,Midwest
808843,Mr.,Merlin,Z,Yates,M,merlin.yates@yahoo.co.uk,Carlton Yates,Liz Yates,Potts,01/01/1991,8:38:46 PM,80,04/04/2012,144104,5%,Fawn Grove,York,Fawn Grove,PA,Northeast
645393,Prof.,Nelson,H,Mooney,M,nelson.mooney@yahoo.com,Terry Mooney,Violet Mooney,Carlson,06/02/1967,4:37:30 PM,62,07/01/1995,136885,14%,California,Moniteau,California,MO,Midwest
685818,Mr.,Jackson,E,Bass,M,jackson.bass@gmail.com,Leonardo Bass,Natalia Bass,Santos,3/14/1983,10:08:05 AM,50,06/03/2013,172555,11%,Jackson,Hinds,Jackson,MS,South
747647,Ms.,Trisha,U,Mueller,F,trisha.mueller@bp.com,Lance Mueller,Pat Mueller,Farrell,6/13/1975,6:12:42 PM,50,9/28/2006,133504,30%,Niverville,Columbia,Niverville,NY,Northeast
846178,Ms.,Lilia,I,Collins,F,lilia.collins@yahoo.com,Tommie Collins,Rosanne Collins,Alston,06/07/1980,12:28:57 AM,46,02/04/2004,196782,1%,Aromas,Monterey,Aromas,CA,West
754091,Mrs.,Kimberly,R,Cantu,F,kimberly.cantu@yahoo.com,Ronnie Cantu,Shari Cantu,Stuart,10/07/1976,8:47:51 PM,46,10/04/2002,198580,12%,Kenesaw,Adams,Kenesaw,NE,Midwest
808727,Prof.,Luciano,B,Jordan,M,luciano.jordan@aol.com,Carey Jordan,Aimee Jordan,Wells,4/23/1994,2:51:11 PM,67,03/12/2016,168292,10%,Geneseo,Livingston,Geneseo,NY,Northeast
143029,Mr.,Danny,H,Robbins,M,danny.robbins@hotmail.com,Jonah Robbins,Barbra Robbins,Davidson,9/27/1963,11:38:12 AM,87,2/13/1999,123832,6%,Bluffton,Wells,Bluffton,IN,Midwest
923271,Mr.,Wilfredo,J,Richards,M,wilfredo.richards@gmail.com,Enrique Richards,Marsha Richards,Chase,12/13/1960,6:03:14 PM,64,10/26/1985,173178,16%,Randall,Morrison,Randall,MN,Midwest
621988,Ms.,Callie,Y,Snider,F,callie.snider@yahoo.com,Genaro Snider,Luz Snider,Gilliam,12/18/1989,4:05:27 PM,44,6/25/2012,147243,27%,Ocate,Mora,Ocate,NM,West
240842,Mrs.,Rachelle,J,Reed,F,rachelle.reed@yahoo.co.uk,Josiah Reed,Yesenia Reed,Mcgee,11/27/1977,4:48:59 AM,55,4/14/2010,88748,3%,El Paso,El Paso,El Paso,TX,South
517038,Ms.,Bobbi,M,Olson,F,bobbi.olson@hotmail.com,Cruz Olson,Bernadine Olson,Morrow,11/03/1963,7:18:08 PM,57,06/05/2017,143127,8%,Keystone,Benton,Keystone,IA,Midwest
456842,Mrs.,Kris,S,Richards,F,kris.richards@aol.com,Newton Richards,Robert Richards,Russell,2/24/1966,12:59:15 AM,50,4/14/2011,173303,7%,Leeton,Johnson,Leeton,MO,Midwest
276700,Drs.,Marissa,J,Meyer,F,marissa.meyer@rediffmail.com,Bruce Meyer,Summer Meyer,Benson,7/13/1958,10:11:24 PM,40,2/28/1995,172845,11%,Davenport,Cass,Davenport,ND,Midwest
510431,Mr.,Jamar,Z,Reese,M,jamar.reese@hotmail.co.uk,Tod Reese,Eugenia Reese,Bishop,6/13/1965,6:26:10 AM,58,3/26/1999,134013,10%,Texola,Beckham,Texola,OK,South
451543,Ms.,Nelda,E,Webster,F,nelda.webster@gmail.com,Josue Webster,Joy Webster,Boone,1/16/1986,8:15:56 PM,59,03/03/2016,161123,2%,Columbus,Muscogee,Columbus,GA,South
423508,Ms.,Carolina,F,Bruce,F,carolina.bruce@aol.com,Charlie Bruce,Rosalie Bruce,Lott,10/06/1971,7:37:23 AM,54,4/22/2007,177947,25%,Newark,Essex,Newark,NJ,Northeast
399486,Ms.,Terri,K,Phelps,F,terri.phelps@microsoft.com,Agustin Phelps,Maryellen Phelps,Goodman,11/23/1975,2:18:18 AM,41,12/16/1998,183013,23%,Copper City,Houghton,Copper City,MI,Midwest
295933,Mr.,Nestor,L,Rosales,M,nestor.rosales@aol.com,Lazaro Rosales,Sally Rosales,Larson,04/05/1979,2:17:57 PM,67,4/23/2010,71204,29%,Clarksville,Montgomery,Clarksville,TN,South
855670,Drs.,Adrian,L,Robles,F,adrian.robles@gmail.com,Reid Robles,Mallory Robles,Simmons,06/08/1958,2:21:48 AM,40,10/14/1982,166464,4%,Glen Spey,Sullivan,Glen Spey,NY,Northeast
151449,Hon.,Kyle,Y,Rios,M,kyle.rios@yahoo.co.uk,Brain Rios,Gloria Rios,Little,02/09/1993,2:56:09 AM,55,11/28/2016,111183,2%,Pine,Jefferson,Pine,CO,West
394700,Mr.,Domingo,Y,Wilkinson,M,domingo.wilkinson@outlook.com,Kendall Wilkinson,Maribel Wilkinson,Good,1/21/1985,12:57:46 PM,80,03/12/2008,95530,25%,Milwaukee,Milwaukee,Milwaukee,WI,Midwest
328740,Mr.,Leonardo,T,Bird,M,leonardo.bird@bp.com,Damon Bird,Vivian Bird,Aguirre,1/24/1974,2:36:38 PM,58,5/26/1997,116972,14%,Macon,Noxubee,Macon,MS,South
924134,Dr.,Hubert,P,Zimmerman,M,hubert.zimmerman@gmail.com,Wilson Zimmerman,Kelsey Zimmerman,Dodson,3/22/1980,10:05:51 PM,59,10/07/2009,79197,18%,Rush,Boyd,Rush,KY,South
556518,Mr.,Kory,G,Frank,M,kory.frank@yahoo.co.in,Arturo Frank,Diane Frank,Owen,8/29/1987,9:37:52 PM,61,9/28/2010,102865,29%,Leeds,Jefferson,Leeds,AL,South
237003,Ms.,Tami,Z,Hayes,F,tami.hayes@gmail.com,Harley Hayes,Ella Hayes,Castro,12/18/1992,5:00:25 PM,58,04/02/2016,170836,24%,Dayton,Sheridan,Dayton,WY,West
518193,Drs.,Amanda,Y,Carr,F,amanda.carr@gmail.com,Everett Carr,Marcella Carr,Scott,5/27/1973,12:58:23 AM,53,11/27/2009,100000,2%,Agua Dulce,Nueces,Agua Dulce,TX,South
540019,Mr.,Stephen,J,Bauer,M,stephen.bauer@sbcglobal.net,August Bauer,Jessica Bauer,Chan,6/13/1990,11:50:42 PM,50,8/30/2013,183279,11%,Jersey City,Hudson,Jersey City,NJ,Northeast
489463,Mr.,Johnie,G,Carney,M,johnie.carney@yahoo.com,Herschel Carney,Alison Carney,Melton,06/07/1991,6:29:37 PM,82,6/20/2015,151127,29%,Stanardsville,Greene,Stanardsville,VA,South
763039,Ms.,Rebekah,J,Hull,F,rebekah.hull@earthlink.net,Vincent Hull,Ida Hull,Sherman,1/25/1973,4:59:51 AM,49,4/29/2017,104526,3%,Glen Haven,Larimer,Glen Haven,CO,West
854365,Ms.,Kelly,G,Spence,F,kelly.spence@yahoo.co.uk,Loyd Spence,Kellie Spence,Lang,03/12/1972,10:19:17 AM,40,04/03/1997,103499,9%,Penwell,Ector,Penwell,TX,South
233110,Hon.,Tracie,K,Estes,F,tracie.estes@hotmail.com,Branden Estes,Deloris Estes,Finley,05/11/1982,3:14:08 AM,60,4/17/2012,159071,18%,North Bergen,Hudson,North Bergen,NJ,Northeast
416483,Mr.,Bennett,H,Le,M,bennett.le@gmail.com,Eric Le,Dixie Le,Saunders,08/08/1982,7:00:23 AM,76,5/29/2004,144885,27%,Winston Salem,Forsyth,Winston Salem,NC,South
629763,Hon.,Vernon,V,Bass,M,vernon.bass@aol.com,David Bass,Alta Bass,Roach,10/06/1962,6:35:05 PM,79,3/18/2013,79853,16%,Hallstead,Susquehanna,Hallstead,PA,Northeast
755278,Mr.,Theron,E,Sweet,M,theron.sweet@gmail.com,Irwin Sweet,Stefanie Sweet,Downs,3/15/1995,5:12:37 AM,86,6/14/2016,187715,16%,Orange,Orange,Orange,CA,West
471560,Mr.,Ernie,Y,Holden,M,ernie.holden@yahoo.com,Keith Holden,Sherrie Holden,Cummings,11/28/1983,8:51:08 PM,88,5/15/2013,75839,15%,Durham,Marion,Durham,KS,Midwest
988676,Mr.,Shawn,C,Rasmussen,M,shawn.rasmussen@gmail.com,Abdul Rasmussen,Jeannie Rasmussen,Ryan,12/04/1978,1:12:29 PM,51,07/05/2013,86337,19%,Manhattan Beach,Manhattan Beach,Manhattan Beach,MN,Midwest
606109,Mr.,Enrique,M,Adams,M,enrique.adams@rediffmail.com,Terrence Adams,Kendra Adams,Acevedo,12/14/1965,1:34:10 AM,58,8/18/2001,100224,16%,Binger,Caddo,Binger,OK,South
414129,Mr.,Ernie,H,Aguilar,M,ernie.aguilar@aol.com,Wyatt Aguilar,Virgie Aguilar,Blair,08/08/1960,6:16:29 PM,54,1/17/2001,152421,10%,Higgins,Lipscomb,Higgins,TX,South
286890,Mrs.,Carolyn,S,Donaldson,F,carolyn.donaldson@gmail.com,Ernie Donaldson,Jana Donaldson,Guthrie,4/29/1960,11:07:03 PM,41,03/01/2005,144259,1%,Eben Junction,Alger,Eben Junction,MI,Midwest
944811,Mrs.,Margie,S,Deleon,F,margie.deleon@sbcglobal.net,Josh Deleon,Jessica Deleon,Le,4/13/1979,9:48:15 AM,47,8/28/2005,193461,8%,Port Washington,Ozaukee,Port Washington,WI,Midwest
975770,Mr.,Keven,F,Collins,M,keven.collins@gmail.com,Dennis Collins,Frankie Collins,Lara,07/12/1972,9:41:58 PM,75,10/01/1995,161705,22%,Atkins,Pope,Atkins,AR,South
590955,Mr.,Bruce,Q,Colon,M,bruce.colon@microsoft.com,Dick Colon,Abby Colon,Huber,05/02/1972,5:55:28 PM,79,8/25/2010,139425,14%,Ida,Monroe,Ida,MI,Midwest
565658,Mrs.,Kristen,F,Lott,F,kristen.lott@msn.com,Eric Lott,Bobbi Lott,Mcguire,07/06/1989,9:31:08 PM,56,3/20/2011,188910,15%,Smyrna,Cobb,Smyrna,GA,South
569664,Mr.,Howard,X,Dodson,M,howard.dodson@gmail.com,Irving Dodson,Leonor Dodson,Robles,2/25/1983,10:32:54 PM,64,2/18/2007,82516,18%,Elmer,Rapides,Elmer,LA,South
939970,Mr.,Merle,R,Britt,M,merle.britt@aol.com,Scott Britt,Alfreda Britt,Wall,11/14/1977,2:01:22 AM,90,6/21/2009,145515,28%,Maple Plain,Hennepin,Maple Plain,MN,Midwest
848744,Dr.,Hector,D,Bradley,M,hector.bradley@yahoo.com,Scottie Bradley,Hallie Bradley,Chambers,10/09/1988,12:25:48 AM,52,01/05/2013,155065,17%,Easton,Northampton,Easton,PA,Northeast
452230,Mr.,Darnell,D,Spencer,M,darnell.spencer@aol.com,Eloy Spencer,Randi Spencer,King,9/13/1969,1:00:19 AM,76,08/11/1999,120778,17%,New York City,New York,New York City,NY,Northeast
930129,Ms.,Janelle,Z,William,F,janelle.william@hotmail.com,Beau William,Janine William,Baird,2/23/1971,9:45:48 AM,59,10/11/2004,70544,21%,Atqasuk,North Slope,Atqasuk,AK,West
909139,Ms.,Eula,H,Atkinson,F,eula.atkinson@hotmail.com,Josef Atkinson,Juliana Atkinson,Daniels,05/06/1963,11:35:35 AM,52,2/16/2012,70531,29%,Slemp,Perry,Slemp,KY,South
678436,Hon.,Theresa,M,Bender,F,theresa.bender@gmail.com,Daryl Bender,Sherry Bender,Harvey,2/27/1959,8:01:39 AM,54,2/27/1982,112711,23%,Sonnette,Powder River,Sonnette,MT,West
196011,Ms.,Kimberley,C,Jacobson,F,kimberley.jacobson@gmail.com,Julio Jacobson,Jeri Jacobson,Schultz,10/01/1989,8:36:03 AM,52,10/20/2010,129756,9%,Excelsior Springs,Clay,Excelsior Springs,MO,Midwest
666886,Mrs.,Angelita,J,Reyes,F,angelita.reyes@shaw.ca,Johnny Reyes,Susie Reyes,Adams,6/16/1963,7:20:48 AM,45,1/30/1987,117868,24%,West Bloomfield,Oakland,West Bloomfield,MI,Midwest
572348,Ms.,Selma,L,Floyd,F,selma.floyd@hotmail.com,Jared Floyd,Marina Floyd,Powell,9/30/1993,12:03:46 AM,58,11/26/2015,65787,5%,Union City,Hudson,Union City,NJ,Northeast
846144,Mrs.,Edna,B,Paul,F,edna.paul@yahoo.com,Donnell Paul,Blanche Paul,Koch,01/08/1960,6:31:33 PM,48,8/22/1989,75261,26%,Washington,District of Columbia,Washington,DC,South
665326,Dr.,Dewayne,N,Sheppard,M,dewayne.sheppard@gmail.com,Jasper Sheppard,June Sheppard,Barnes,11/12/1958,2:26:42 AM,78,5/21/2003,117143,28%,Kansas City,Clay,Kansas City,MO,Midwest
119399,Prof.,Gale,C,Rodriquez,M,gale.rodriquez@ibm.com,Clement Rodriquez,Alma Rodriquez,Ford,5/25/1961,2:42:59 PM,85,5/23/1995,90590,13%,Easton,Faribault,Easton,MN,Midwest
744539,Mrs.,Cora,J,Blackburn,F,cora.blackburn@gmail.com,Orville Blackburn,Rosa Blackburn,Cox,12/24/1963,5:49:54 AM,53,11/07/2013,62973,0%,Colorado Springs,El Paso,Colorado Springs,CO,West
518154,Drs.,Annmarie,D,Roth,F,annmarie.roth@outlook.com,Doyle Roth,Courtney Roth,Whitaker,10/16/1980,7:57:22 PM,45,2/22/2006,57649,14%,Bronx,Bronx,Bronx,NY,Northeast
416872,Mr.,Owen,Y,Lopez,M,owen.lopez@hotmail.co.uk,Albert Lopez,Sarah Lopez,Meadows,11/10/1976,2:52:56 AM,65,5/26/2017,128144,4%,Joplin,Jasper,Joplin,MO,Midwest
339806,Ms.,Chrystal,Z,Pittman,F,chrystal.pittman@gmail.com,Dorian Pittman,Tricia Pittman,Simmons,11/20/1966,1:19:31 AM,47,3/23/2009,63095,27%,Wellesley Island,Jefferson,Wellesley Island,NY,Northeast
991522,Hon.,Thurman,R,Daniel,M,thurman.daniel@gmail.com,Jessie Daniel,Stefanie Daniel,Elliott,4/14/1969,7:21:49 AM,86,11/18/2001,168935,21%,Oakville,Louisa,Oakville,IA,Midwest
830373,Mr.,Darnell,Q,Hoffman,M,darnell.hoffman@rediffmail.com,Nelson Hoffman,Darcy Hoffman,Washington,4/17/1982,6:35:13 AM,75,2/25/2013,189337,18%,Somers,Flathead,Somers,MT,West
987377,Hon.,Raymundo,J,Sims,M,raymundo.sims@aol.com,Mitchel Sims,Flossie Sims,Mathis,11/27/1963,3:51:29 AM,59,8/14/2009,184370,15%,Sargeant,Mower,Sargeant,MN,Midwest
551251,Mr.,Frederick,H,Graham,M,frederick.graham@aol.com,Malcolm Graham,Pat Graham,Cooke,12/22/1962,2:09:51 PM,79,4/26/2015,180550,23%,Tisch Mills,Manitowoc,Tisch Mills,WI,Midwest
143864,Ms.,Natalie,P,Marshall,F,natalie.marshall@outlook.com,Hershel Marshall,Teri Marshall,Larsen,12/24/1973,1:38:43 PM,58,3/25/2001,118172,13%,Washington,Washington,Washington,DC,South
679990,Mr.,Thad,R,Franklin,M,thad.franklin@charter.net,Shelton Franklin,Aurelia Franklin,Cash,2/24/1994,2:09:48 AM,51,11/02/2016,116818,12%,Baxter,Putnam,Baxter,TN,South
851939,Drs.,Belinda,Y,Trujillo,F,belinda.trujillo@btinternet.com,Efren Trujillo,Maryanne Trujillo,Carr,10/19/1991,5:43:08 AM,43,1/23/2017,156339,4%,Killduff,Jasper,Killduff,IA,Midwest
272885,Ms.,Rosanna,P,Chase,F,rosanna.chase@yahoo.com,Ashley Chase,Shannon Chase,Kelley,04/12/1972,3:38:10 PM,42,12/22/2011,81401,28%,Wolf Creek,Lewis and Clark,Wolf Creek,MT,West
588553,Ms.,Wilda,I,Rios,F,wilda.rios@yahoo.com,Jonathon Rios,Penelope Rios,Hayes,11/04/1986,2:03:36 AM,41,06/03/2010,45345,24%,Sebago,Cumberland,Sebago,ME,Northeast
739367,Drs.,Alyssa,P,Marquez,F,alyssa.marquez@gmail.com,Quincy Marquez,Johanna Marquez,Armstrong,5/26/1978,5:21:59 PM,46,07/07/2012,46119,4%,Saltville,Smyth,Saltville,VA,South
271247,Mrs.,Liz,E,Barry,F,liz.barry@gmail.com,Bruno Barry,Allie Barry,Jacobs,09/02/1991,1:59:58 AM,46,8/26/2013,155974,25%,Los Angeles,Los Angeles,Los Angeles,CA,West
778200,Mr.,Mariano,D,Lloyd,M,mariano.lloyd@aol.com,Otis Lloyd,Margery Lloyd,Gomez,08/02/1959,12:43:00 AM,50,11/16/1996,119877,17%,Ellamore,Randolph,Ellamore,WV,South
338449,Prof.,Forest,L,Moss,M,forest.moss@yahoo.com,Jack Moss,Harriett Moss,Hartman,8/29/1963,2:26:16 AM,59,5/13/1994,177768,3%,Fargo,Cass,Fargo,ND,Midwest
581042,Mr.,Gino,K,Sullivan,M,gino.sullivan@exxonmobil.com,Eugenio Sullivan,Eddie Sullivan,Stanley,11/20/1965,3:35:32 AM,70,02/02/2014,65297,16%,Earlysville,Albemarle,Earlysville,VA,South
138800,Prof.,Jarred,T,Bernard,M,jarred.bernard@hotmail.com,Numbers Bernard,Sheena Bernard,Berger,05/01/1968,9:37:47 AM,51,4/24/2012,169107,28%,Natural Bridge,Winston,Natural Bridge,AL,South
553362,Mr.,Preston,X,Floyd,M,preston.floyd@bellsouth.net,Emilio Floyd,Edna Floyd,Owens,3/21/1968,3:16:12 AM,54,05/05/1992,68488,23%,Gideon,New Madrid,Gideon,MO,Midwest
435055,Mr.,Clinton,W,Farley,M,clinton.farley@sbcglobal.net,Gregg Farley,Constance Farley,Roberts,8/19/1982,3:16:20 PM,66,5/31/2015,87911,13%,Ortonville,Oakland,Ortonville,MI,Midwest
469392,Mrs.,Dana,A,Hill,F,dana.hill@gmail.com,Ezra Hill,Laurie Hill,Macdonald,11/05/1958,11:53:15 PM,59,6/29/1999,146938,6%,Sand Point,Aleutians East,Sand Point,AK,West
161467,Mr.,Odell,G,Bryan,M,odell.bryan@yahoo.co.in,Reuben Bryan,Leila Bryan,Owen,10/20/1980,4:24:56 AM,89,08/04/2012,47971,2%,Twin Lakes,Kenosha,Twin Lakes,WI,Midwest
755543,Drs.,Tameka,N,Atkinson,F,tameka.atkinson@hotmail.com,Carlton Atkinson,Minerva Atkinson,Schroeder,8/30/1983,12:40:05 AM,46,10/12/2009,100525,26%,Glyndon,Baltimore,Glyndon,MD,South
129077,Mr.,Dominique,Z,Moreno,M,dominique.moreno@aol.com,Mark Moreno,Laverne Moreno,Holt,01/08/1991,9:21:39 AM,83,8/26/2014,65901,18%,Lynndyl,Millard,Lynndyl,UT,West
707856,Mr.,Abraham,H,Mayo,M,abraham.mayo@ibm.com,Marcelino Mayo,Shelley Mayo,Ramsey,05/03/1989,12:14:09 AM,58,1/31/2015,190663,16%,Krypton,Perry,Krypton,KY,South
817818,Mr.,Augustus,V,Hines,M,augustus.hines@yahoo.com,Carter Hines,Jodie Hines,Mcbride,11/27/1966,10:37:14 AM,90,11/13/1990,183713,26%,Yakima,Yakima,Yakima,WA,West
226811,Hon.,Rene,X,Burks,M,rene.burks@rediffmail.com,Charley Burks,Ebony Burks,Estrada,01/01/1992,12:40:54 AM,83,12/24/2016,52560,18%,Buckner,Oldham,Buckner,KY,South
283199,Mr.,Christian,V,Acevedo,M,christian.acevedo@outlook.com,Edward Acevedo,Genevieve Acevedo,Jacobson,7/21/1980,11:31:54 AM,89,9/16/2006,132022,16%,Canton,Stark,Canton,OH,Midwest
319493,Mr.,Major,X,Lucas,M,major.lucas@gmail.com,Gino Lucas,Lelia Lucas,George,11/09/1982,8:59:07 PM,53,02/09/2011,105620,17%,Salters,Williamsburg,Salters,SC,South
205347,Ms.,Frieda,Z,Hebert,F,frieda.hebert@ntlworld.com,Jamal Hebert,Shawna Hebert,Conrad,8/23/1957,5:59:14 PM,44,06/11/1985,138878,18%,Allentown,Lehigh,Allentown,PA,Northeast
508019,Ms.,Rachael,S,Newman,F,rachael.newman@gmail.com,Carmine Newman,Dianna Newman,Mosley,06/12/1960,12:27:24 PM,42,07/11/2001,166948,3%,Houston,Winston,Houston,AL,South
774862,Ms.,Bernadine,S,Joseph,F,bernadine.joseph@gmail.com,Louie Joseph,Flossie Joseph,Orr,12/01/1967,2:43:23 AM,53,03/03/2006,49212,25%,Lexington,Fayette,Lexington,KY,South
394200,Mrs.,Deanna,P,Mccoy,F,deanna.mccoy@yahoo.com,Reuben Mccoy,Latonya Mccoy,Cote,09/08/1972,7:36:38 PM,54,6/27/1995,92993,9%,Milwaukee,Milwaukee,Milwaukee,WI,Midwest
887692,Mr.,Joseph,B,Tucker,M,joseph.tucker@bp.com,Lamont Tucker,Rosalie Tucker,Erickson,10/03/1979,6:49:39 PM,51,8/22/2006,199923,23%,Camden,Benton,Camden,TN,South
408248,Hon.,Antwan,L,Richardson,M,antwan.richardson@hotmail.com,Randell Richardson,Stacy Richardson,Thomas,9/29/1973,4:05:52 AM,83,7/15/2004,114321,13%,San Bernardino,San Bernardino,San Bernardino,CA,West
787931,Hon.,Harrison,D,Ortega,M,harrison.ortega@exxonmobil.com,Lionel Ortega,Judith Ortega,Murphy,4/13/1975,6:18:17 AM,82,7/27/1998,175569,16%,Kansas City,Jackson,Kansas City,MO,Midwest
547050,Mr.,Dylan,T,Cantu,M,dylan.cantu@aol.com,Sandy Cantu,Laverne Cantu,Blackwell,07/01/1963,10:41:52 PM,60,12/25/1998,168495,11%,Washington Navy Yard,District Of Columbia,Washington Navy Yard,DC,South
964084,Mr.,Winston,J,Hewitt,M,winston.hewitt@bp.com,Everett Hewitt,Cheryl Hewitt,Dyer,04/11/1958,5:27:12 AM,54,8/14/2013,89708,9%,Napoleonville,Assumption,Napoleonville,LA,South
